plasmid_id,plasmid_name,TGframe,orf_frame,strand,start,stop,length_aa,overlap,has_promoter,has_polyA,dist_promoter,dist_polyA,expressible,is_risk
137929,pAAV-EFS-CjCas9-eGFP-HIF1a,-,1,-,5782,6642,287,outside_target_gene,TRUE,TRUE,1228,5583,FALSE,FALSE
137929,pAAV-EFS-CjCas9-eGFP-HIF1a,-1,3,-,3746,4516,257,spanning_target_gene,TRUE,TRUE,3063,62,TRUE,TRUE
137929,pAAV-EFS-CjCas9-eGFP-HIF1a,-,3,-,251,2830,860,outside_target_gene,TRUE,TRUE,1150,1748,FALSE,FALSE
137825,pPGK-T7/2-CD44v2-10 (-cyt),3,1,+,3034,3900,289,spanning_target_gene,TRUE,TRUE,1838,6199,TRUE,TRUE
137825,pPGK-T7/2-CD44v2-10 (-cyt),1,2,+,1094,3844,917,spanning_target_gene,TRUE,TRUE,593,33,TRUE,FALSE
137825,pPGK-T7/2-CD44v2-10 (-cyt),-,3,+,2136,2597,154,outside_target_gene,TRUE,TRUE,940,1280,FALSE,FALSE
137825,pPGK-T7/2-CD44v2-10 (-cyt),-,3,+,4146,5006,287,outside_target_gene,TRUE,TRUE,0,5093,FALSE,FALSE
137825,pPGK-T7/2-CD44v2-10 (-cyt),-,3,+,6027,224,140,outside_target_gene,TRUE,TRUE,1881,3653,FALSE,FALSE
137825,pPGK-T7/2-CD44v2-10 (-cyt),-,1,-,1339,1650,104,outside_target_gene,TRUE,TRUE,143,2227,FALSE,FALSE
137880,pT076,-,1,+,214,528,105,outside_target_gene,TRUE,TRUE,7305,1863,FALSE,FALSE
137880,pT076,-,1,+,5518,5910,131,outside_target_gene,TRUE,TRUE,12609,10906,FALSE,FALSE
137880,pT076,-,2,+,1634,2383,250,outside_target_gene,TRUE,TRUE,8725,8,FALSE,FALSE
137880,pT076,1,2,+,10079,16810,2244,spanning_target_gene,TRUE,TRUE,11,6,TRUE,FALSE
137880,pT076,-,3,+,1791,2093,101,outside_target_gene,TRUE,TRUE,8882,298,FALSE,FALSE
137880,pT076,-,3,+,3387,3791,135,outside_target_gene,TRUE,TRUE,10478,13025,FALSE,FALSE
137880,pT076,-,3,+,4404,4805,134,outside_target_gene,TRUE,TRUE,11495,12011,FALSE,FALSE
137880,pT076,-,3,+,6279,7139,287,outside_target_gene,TRUE,TRUE,0,9677,FALSE,FALSE
137880,pT076,-,1,-,3032,3388,119,outside_target_gene,TRUE,TRUE,10123,13428,FALSE,FALSE
137880,pT076,-,1,-,632,1240,203,outside_target_gene,TRUE,TRUE,7723,1151,FALSE,FALSE
137880,pT076,-2,2,-,15679,16098,140,partial_target_gene,TRUE,TRUE,5611,718,TRUE,TRUE
137880,pT076,-,2,-,12106,12555,150,outside_target_gene,TRUE,TRUE,2038,4261,FALSE,FALSE
137880,pT076,-,2,-,8230,8601,124,outside_target_gene,TRUE,TRUE,1951,8215,FALSE,FALSE
137880,pT076,-,3,-,3156,3950,265,outside_target_gene,TRUE,TRUE,10247,12866,FALSE,FALSE
137880,pT076,-,3,-,2211,2591,127,outside_target_gene,TRUE,TRUE,9302,357,FALSE,FALSE
137927,R26-EGFP HMEJ donor vector,1,1,+,1741,2460,240,spanning_target_gene,TRUE,TRUE,1096,98,TRUE,FALSE
137927,R26-EGFP HMEJ donor vector,-,1,-,4656,5516,287,outside_target_gene,TRUE,TRUE,1082,2686,FALSE,FALSE
137927,R26-EGFP HMEJ donor vector,-,1,-,900,1274,125,outside_target_gene,TRUE,TRUE,255,1284,FALSE,FALSE
137927,R26-EGFP HMEJ donor vector,-,3,-,241,1029,263,outside_target_gene,TRUE,TRUE,263,1529,FALSE,FALSE
138261,pSB1C3-FeGFP,-,3,+,846,1505,220,outside_target_gene,TRUE,TRUE,0,20,FALSE,FALSE
138261,pSB1C3-FeGFP,1,2,-,2658,503,240,spanning_target_gene,TRUE,TRUE,1812,115,TRUE,FALSE
137925,R26-H2B-EGFP HR donor vector,1,1,+,1900,3015,372,spanning_target_gene,TRUE,TRUE,1255,98,TRUE,FALSE
137925,R26-H2B-EGFP HR donor vector,-,1,-,638,1048,137,outside_target_gene,TRUE,TRUE,660,2065,FALSE,FALSE
137925,R26-H2B-EGFP HR donor vector,-,2,-,5218,6078,287,outside_target_gene,TRUE,TRUE,1082,3241,FALSE,FALSE
137925,R26-H2B-EGFP HR donor vector,-,2,-,919,1293,125,outside_target_gene,TRUE,TRUE,274,1820,FALSE,FALSE
138001,pTJK482,-,1,+,1576,2502,309,outside_target_gene,TRUE,TRUE,542,5188,FALSE,FALSE
138001,pTJK482,-,1,+,3178,3615,146,outside_target_gene,TRUE,TRUE,325,4075,FALSE,FALSE
138001,pTJK482,-,1,+,7138,7770,211,outside_target_gene,TRUE,TRUE,854,225,FALSE,FALSE
138001,pTJK482,-,1,+,9085,9945,287,outside_target_gene,TRUE,TRUE,0,8736,FALSE,FALSE
138001,pTJK482,1,2,+,6290,7009,240,spanning_target_gene,TRUE,TRUE,6,681,TRUE,FALSE
138001,pTJK482,-,3,+,3807,5048,414,outside_target_gene,TRUE,TRUE,6,2642,FALSE,FALSE
138001,pTJK482,-,3,+,7125,7664,180,outside_target_gene,TRUE,TRUE,841,26,FALSE,FALSE
138001,pTJK482,-,2,-,2920,3540,207,outside_target_gene,TRUE,TRUE,67,4150,FALSE,FALSE
138001,pTJK482,-,3,-,1491,1871,127,outside_target_gene,TRUE,TRUE,457,5819,FALSE,FALSE
138000,pTJK299,-,1,+,1576,2502,309,outside_target_gene,TRUE,TRUE,542,4811,FALSE,FALSE
138000,pTJK299,-,1,+,3178,3615,146,outside_target_gene,TRUE,TRUE,325,3698,FALSE,FALSE
138000,pTJK299,-,1,+,6748,7287,180,outside_target_gene,TRUE,TRUE,841,26,FALSE,FALSE
138000,pTJK299,-,2,+,3812,4666,285,outside_target_gene,TRUE,TRUE,11,2647,FALSE,FALSE
138000,pTJK299,-,2,+,6761,7393,211,outside_target_gene,TRUE,TRUE,854,225,FALSE,FALSE
138000,pTJK299,-,2,+,8708,9568,287,outside_target_gene,TRUE,TRUE,0,8359,FALSE,FALSE
138000,pTJK299,1,3,+,5913,6632,240,spanning_target_gene,TRUE,TRUE,6,681,TRUE,FALSE
138000,pTJK299,-,1,-,2920,3540,207,outside_target_gene,TRUE,TRUE,67,3773,FALSE,FALSE
138000,pTJK299,-,2,-,1491,1871,127,outside_target_gene,TRUE,TRUE,457,5442,FALSE,FALSE
138363,pME-nEGFP,3,2,+,632,1435,268,spanning_target_gene,TRUE,TRUE,2367,2169,TRUE,TRUE
138363,pME-nEGFP,1,3,+,645,1649,335,spanning_target_gene,TRUE,TRUE,2380,1955,TRUE,FALSE
138363,pME-nEGFP,-,3,+,1731,2540,270,outside_target_gene,TRUE,TRUE,133,1064,FALSE,FALSE
138363,pME-nEGFP,-2,3,-,398,724,109,partial_target_gene,TRUE,TRUE,2133,2880,TRUE,TRUE
138005,pTJK477,1,1,+,6070,6789,240,spanning_target_gene,TRUE,TRUE,6,681,TRUE,FALSE
138005,pTJK477,-,2,+,1619,2545,309,outside_target_gene,TRUE,TRUE,542,4925,FALSE,FALSE
138005,pTJK477,-,2,+,3221,3658,146,outside_target_gene,TRUE,TRUE,325,3812,FALSE,FALSE
138005,pTJK477,-,2,+,3854,4828,325,outside_target_gene,TRUE,TRUE,10,2642,FALSE,FALSE
138005,pTJK477,-,2,+,6905,7444,180,outside_target_gene,TRUE,TRUE,841,26,FALSE,FALSE
138005,pTJK477,-,3,+,4089,4556,156,outside_target_gene,TRUE,TRUE,245,2914,FALSE,FALSE
138005,pTJK477,-,3,+,4593,4988,132,outside_target_gene,TRUE,TRUE,749,2482,FALSE,FALSE
138005,pTJK477,-,3,+,6918,7550,211,outside_target_gene,TRUE,TRUE,854,225,FALSE,FALSE
138005,pTJK477,-,3,+,8865,9725,287,outside_target_gene,TRUE,TRUE,0,8473,FALSE,FALSE
138005,pTJK477,-,1,-,4393,4797,135,outside_target_gene,TRUE,TRUE,549,2673,FALSE,FALSE
138005,pTJK477,-,1,-,3655,4032,126,outside_target_gene,TRUE,TRUE,759,3438,FALSE,FALSE
138005,pTJK477,-,1,-,1534,1914,127,outside_target_gene,TRUE,TRUE,457,5556,FALSE,FALSE
138005,pTJK477,-,3,-,2963,3583,207,outside_target_gene,TRUE,TRUE,67,3887,FALSE,FALSE
139403,pRN3P_EGFP_m6A_Tracer,1,2,+,101,1174,358,spanning_target_gene,TRUE,FALSE,80,-,FALSE,FALSE
139403,pRN3P_EGFP_m6A_Tracer,-,2,+,2222,3082,287,outside_target_gene,TRUE,FALSE,0,-,FALSE,FALSE
138006,pTJK368,-,1,+,1576,2502,309,outside_target_gene,TRUE,TRUE,542,4956,FALSE,FALSE
138006,pTJK368,-,1,+,3178,3615,146,outside_target_gene,TRUE,TRUE,325,3843,FALSE,FALSE
138006,pTJK368,-,1,+,3811,4815,335,outside_target_gene,TRUE,TRUE,10,2643,FALSE,FALSE
138006,pTJK368,1,1,+,6058,6777,240,spanning_target_gene,TRUE,TRUE,6,681,TRUE,FALSE
138006,pTJK368,-,2,+,6893,7432,180,outside_target_gene,TRUE,TRUE,841,26,FALSE,FALSE
138006,pTJK368,-,3,+,6906,7538,211,outside_target_gene,TRUE,TRUE,854,225,FALSE,FALSE
138006,pTJK368,-,3,+,8853,9713,287,outside_target_gene,TRUE,TRUE,0,8504,FALSE,FALSE
138006,pTJK368,-,1,-,3612,3962,117,outside_target_gene,TRUE,TRUE,759,3496,FALSE,FALSE
138006,pTJK368,-,1,-,1491,1871,127,outside_target_gene,TRUE,TRUE,457,5587,FALSE,FALSE
138006,pTJK368,-,3,-,2920,3540,207,outside_target_gene,TRUE,TRUE,67,3918,FALSE,FALSE
138584,pLVX ALIX-GFP S718/721/E,-,1,+,2272,2760,163,outside_target_gene,TRUE,TRUE,1637,5139,FALSE,FALSE
138584,pLVX ALIX-GFP S718/721/E,-,1,+,7195,7722,176,outside_target_gene,TRUE,TRUE,726,177,FALSE,FALSE
138584,pLVX ALIX-GFP S718/721/E,-,2,+,1181,2032,284,outside_target_gene,TRUE,TRUE,546,5867,FALSE,FALSE
138584,pLVX ALIX-GFP S718/721/E,1,2,+,2540,5956,1139,spanning_target_gene,TRUE,TRUE,19,1943,TRUE,FALSE
138584,pLVX ALIX-GFP S718/721/E,2,3,+,4746,5243,166,partial_target_gene,TRUE,TRUE,2225,2656,TRUE,TRUE
138584,pLVX ALIX-GFP S718/721/E,-,3,+,6249,7088,280,outside_target_gene,TRUE,TRUE,3728,811,FALSE,FALSE
138584,pLVX ALIX-GFP S718/721/E,-,1,-,1015,1476,154,outside_target_gene,TRUE,TRUE,380,6423,FALSE,FALSE
138584,pLVX ALIX-GFP S718/721/E,-,2,-,9822,10682,287,outside_target_gene,TRUE,TRUE,1082,152,FALSE,FALSE
138584,pLVX ALIX-GFP S718/721/E,-1,3,-,5099,6076,326,spanning_target_gene,TRUE,TRUE,2578,1823,TRUE,TRUE
138293,pLVX neo ACTN1-GFP,-,1,+,1783,2100,106,outside_target_gene,TRUE,TRUE,1274,4192,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,1,+,2497,2826,110,outside_target_gene,TRUE,TRUE,1988,3466,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,1,+,4690,5484,265,outside_target_gene,TRUE,TRUE,4181,808,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,2,+,4862,5248,129,outside_target_gene,TRUE,TRUE,4353,1044,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,2,+,5588,6115,176,outside_target_gene,TRUE,TRUE,5079,177,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,1,3,+,633,4085,1151,spanning_target_gene,TRUE,TRUE,124,2207,TRUE,FALSE
138293,pLVX neo ACTN1-GFP,-,3,+,10710,11561,284,outside_target_gene,TRUE,TRUE,546,6460,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,1,-,10544,11005,154,outside_target_gene,TRUE,TRUE,380,7016,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,1,-,665,1048,128,outside_target_gene,TRUE,TRUE,156,5244,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,2,-,8215,9075,287,outside_target_gene,TRUE,TRUE,1082,152,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,3,-,2097,2498,134,outside_target_gene,TRUE,TRUE,1588,3794,FALSE,FALSE
138293,pLVX neo ACTN1-GFP,-,3,-,1065,1943,293,outside_target_gene,TRUE,TRUE,556,4349,FALSE,FALSE
138007,pTJK421,-,1,+,1657,2583,309,outside_target_gene,TRUE,TRUE,542,5828,FALSE,FALSE
138007,pTJK421,-,1,+,3259,3696,146,outside_target_gene,TRUE,TRUE,325,4715,FALSE,FALSE
138007,pTJK421,-,1,+,3892,5769,626,outside_target_gene,TRUE,TRUE,10,2642,FALSE,FALSE
138007,pTJK421,-,1,+,7846,8385,180,outside_target_gene,TRUE,TRUE,841,26,FALSE,FALSE
138007,pTJK421,-,2,+,5030,5497,156,outside_target_gene,TRUE,TRUE,1148,2914,FALSE,FALSE
138007,pTJK421,-,2,+,5534,5929,132,outside_target_gene,TRUE,TRUE,1652,2482,FALSE,FALSE
138007,pTJK421,-,2,+,7859,8491,211,outside_target_gene,TRUE,TRUE,854,225,FALSE,FALSE
138007,pTJK421,-,2,+,9806,10666,287,outside_target_gene,TRUE,TRUE,0,9376,FALSE,FALSE
138007,pTJK421,1,3,+,7011,7730,240,spanning_target_gene,TRUE,TRUE,6,681,TRUE,FALSE
138007,pTJK421,-,1,-,3001,3621,207,outside_target_gene,TRUE,TRUE,67,4790,FALSE,FALSE
138007,pTJK421,-,2,-,5334,5738,135,outside_target_gene,TRUE,TRUE,1452,2673,FALSE,FALSE
138007,pTJK421,-,2,-,3693,4043,117,outside_target_gene,TRUE,TRUE,759,4368,FALSE,FALSE
138007,pTJK421,-,2,-,1572,1952,127,outside_target_gene,TRUE,TRUE,457,6459,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,1,+,1783,2100,106,outside_target_gene,TRUE,TRUE,1274,4192,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,1,+,2497,2826,110,outside_target_gene,TRUE,TRUE,1988,3466,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,1,+,4690,5484,265,outside_target_gene,TRUE,TRUE,4181,808,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,2,+,4862,5248,129,outside_target_gene,TRUE,TRUE,4353,1044,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,2,+,5588,6115,176,outside_target_gene,TRUE,TRUE,5079,177,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",1,3,+,633,4085,1151,spanning_target_gene,TRUE,TRUE,124,2207,TRUE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,3,+,10710,11561,284,outside_target_gene,TRUE,TRUE,546,6460,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,1,-,10544,11005,154,outside_target_gene,TRUE,TRUE,380,7016,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,1,-,665,1048,128,outside_target_gene,TRUE,TRUE,156,5244,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,2,-,8215,9075,287,outside_target_gene,TRUE,TRUE,1082,152,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,3,-,2097,2498,134,outside_target_gene,TRUE,TRUE,1588,3794,FALSE,FALSE
138294,"pLVX neo ACTN1-GFP, Y246E",-,3,-,1065,1943,293,outside_target_gene,TRUE,TRUE,556,4349,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,1,+,1132,2478,449,outside_target_gene,TRUE,TRUE,542,3587,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,2,+,4457,5056,200,outside_target_gene,TRUE,TRUE,9,1009,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,2,+,5801,6145,115,outside_target_gene,TRUE,TRUE,1353,225,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,2,+,7460,8320,287,outside_target_gene,TRUE,TRUE,0,7111,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,3,+,2247,2645,133,outside_target_gene,TRUE,TRUE,1657,3420,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,1,3,+,3291,4088,266,spanning_target_gene,TRUE,TRUE,41,1977,TRUE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,3,+,5343,6005,221,outside_target_gene,TRUE,TRUE,895,60,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,2,-,2106,2507,134,outside_target_gene,TRUE,TRUE,1516,3558,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,2,-,1047,1427,127,outside_target_gene,TRUE,TRUE,457,4638,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,3,-,4433,5107,225,outside_target_gene,TRUE,TRUE,4,958,FALSE,FALSE
138364,pLenti-CMVSP6-nEGFP-SV40-PURO,-,3,-,38,337,100,outside_target_gene,TRUE,TRUE,1944,5728,FALSE,FALSE
138002,pTJK422,-,1,+,1576,2502,309,outside_target_gene,TRUE,TRUE,542,4827,FALSE,FALSE
138002,pTJK422,-,1,+,3178,3615,146,outside_target_gene,TRUE,TRUE,325,3714,FALSE,FALSE
138002,pTJK422,1,1,+,5929,6648,240,spanning_target_gene,TRUE,TRUE,6,681,TRUE,FALSE
138002,pTJK422,-,2,+,3812,4687,292,outside_target_gene,TRUE,TRUE,11,2642,FALSE,FALSE
138002,pTJK422,-,2,+,6764,7303,180,outside_target_gene,TRUE,TRUE,841,26,FALSE,FALSE
138002,pTJK422,-,3,+,3948,4415,156,outside_target_gene,TRUE,TRUE,147,2914,FALSE,FALSE
138002,pTJK422,-,3,+,4452,4847,132,outside_target_gene,TRUE,TRUE,651,2482,FALSE,FALSE
138002,pTJK422,-,3,+,6777,7409,211,outside_target_gene,TRUE,TRUE,854,225,FALSE,FALSE
138002,pTJK422,-,3,+,8724,9584,287,outside_target_gene,TRUE,TRUE,0,8375,FALSE,FALSE
138002,pTJK422,-,1,-,1491,1871,127,outside_target_gene,TRUE,TRUE,457,5458,FALSE,FALSE
138002,pTJK422,-,3,-,4252,4656,135,outside_target_gene,TRUE,TRUE,451,2673,FALSE,FALSE
138002,pTJK422,-,3,-,2920,3540,207,outside_target_gene,TRUE,TRUE,67,3789,FALSE,FALSE
139641,PTPRA_deltaD2-GFP fusion,1,1,+,832,3207,792,spanning_target_gene,TRUE,TRUE,247,73,TRUE,FALSE
139641,PTPRA_deltaD2-GFP fusion,-,1,+,3916,4866,317,outside_target_gene,TRUE,TRUE,3331,129,FALSE,FALSE
139641,PTPRA_deltaD2-GFP fusion,-,3,+,540,938,133,outside_target_gene,TRUE,TRUE,804,2342,FALSE,FALSE
139641,PTPRA_deltaD2-GFP fusion,-,1,-,3817,4599,261,outside_target_gene,TRUE,TRUE,3232,396,FALSE,FALSE
139641,PTPRA_deltaD2-GFP fusion,-,1,-,1699,2307,203,outside_target_gene,TRUE,TRUE,1114,973,FALSE,FALSE
139641,PTPRA_deltaD2-GFP fusion,-,2,-,6327,7187,287,outside_target_gene,TRUE,TRUE,1082,3650,FALSE,FALSE
139641,PTPRA_deltaD2-GFP fusion,-,2,-,1053,1625,191,outside_target_gene,TRUE,TRUE,468,1655,FALSE,FALSE
13878,RCAS GFP (CT#22),-,1,+,922,1782,287,outside_target_gene,TRUE,FALSE,0,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,1,+,4603,6714,704,outside_target_gene,TRUE,FALSE,338,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,1,+,9283,11112,610,outside_target_gene,TRUE,FALSE,5018,-,FALSE,FALSE
13878,RCAS GFP (CT#22),1,2,+,11312,12031,240,spanning_target_gene,TRUE,FALSE,7047,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,3,+,3192,3560,123,outside_target_gene,TRUE,FALSE,2270,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,3,+,7041,9419,793,outside_target_gene,TRUE,FALSE,2776,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,1,-,12057,13,135,outside_target_gene,TRUE,FALSE,7792,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,1,-,3774,4244,157,outside_target_gene,TRUE,FALSE,2852,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,2,-,7559,8350,264,outside_target_gene,TRUE,FALSE,3294,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,2,-,224,550,109,outside_target_gene,TRUE,FALSE,190,-,FALSE,FALSE
13878,RCAS GFP (CT#22),-,3,-,12430,377,132,outside_target_gene,TRUE,FALSE,8165,-,FALSE,FALSE
139402,pRN3P_membrane_EGFP,-,2,+,1913,2773,287,outside_target_gene,TRUE,FALSE,0,-,FALSE,FALSE
139402,pRN3P_membrane_EGFP,1,3,+,102,905,268,spanning_target_gene,TRUE,FALSE,81,-,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,1,+,3907,4344,146,outside_target_gene,TRUE,TRUE,325,1819,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,1,1,+,4549,5442,298,spanning_target_gene,TRUE,TRUE,19,721,TRUE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,1,+,7564,8424,287,outside_target_gene,TRUE,TRUE,0,7390,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,2,+,2006,3037,344,outside_target_gene,TRUE,TRUE,21,3126,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,2,+,5594,6103,170,outside_target_gene,TRUE,TRUE,1064,60,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,3,+,951,1814,288,outside_target_gene,TRUE,TRUE,542,4349,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,3,+,5607,6137,177,outside_target_gene,TRUE,TRUE,1077,26,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,1,-,9508,156,100,outside_target_gene,TRUE,TRUE,1944,6007,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-1,1,-,4477,5277,267,spanning_target_gene,TRUE,TRUE,895,886,TRUE,TRUE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,1,-,3649,4269,207,outside_target_gene,TRUE,TRUE,67,1894,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,3,-,1970,2764,265,outside_target_gene,TRUE,TRUE,1561,3399,FALSE,FALSE
138152,pLentiEGFPdestablized - EFS-EGFPd2PEST-2A-MCS-Hygro,-,3,-,866,1246,127,outside_target_gene,TRUE,TRUE,457,4917,FALSE,FALSE
138583,pLVX ALIX-GFP S718/721A,-,1,+,2272,2760,163,outside_target_gene,TRUE,TRUE,1637,5140,FALSE,FALSE
138583,pLVX ALIX-GFP S718/721A,-,1,+,6250,7089,280,outside_target_gene,TRUE,TRUE,3729,811,FALSE,FALSE
138583,pLVX ALIX-GFP S718/721A,-,2,+,1181,2032,284,outside_target_gene,TRUE,TRUE,546,5868,FALSE,FALSE
138583,pLVX ALIX-GFP S718/721A,1,2,+,2540,5956,1139,spanning_target_gene,TRUE,TRUE,19,1944,TRUE,FALSE
138583,pLVX ALIX-GFP S718/721A,-,2,+,7196,7723,176,outside_target_gene,TRUE,TRUE,726,177,FALSE,FALSE
138583,pLVX ALIX-GFP S718/721A,2,3,+,4746,5243,166,partial_target_gene,TRUE,TRUE,2225,2657,TRUE,TRUE
138583,pLVX ALIX-GFP S718/721A,-,3,-,9823,10683,287,outside_target_gene,TRUE,TRUE,1082,152,FALSE,FALSE
138583,pLVX ALIX-GFP S718/721A,-,3,-,1015,1476,154,outside_target_gene,TRUE,TRUE,380,6424,FALSE,FALSE
139605,peGFP-N1-SHB,1,1,+,613,2862,750,spanning_target_gene,TRUE,TRUE,44,254,TRUE,FALSE
139605,peGFP-N1-SHB,-,1,+,4225,5019,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
139605,peGFP-N1-SHB,-,2,+,4397,4783,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
139605,peGFP-N1-SHB,-,3,+,5040,5489,150,outside_target_gene,TRUE,TRUE,849,3956,FALSE,FALSE
139605,peGFP-N1-SHB,-,2,-,4534,5070,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
138003,pTJK460,-,1,+,1576,2502,309,outside_target_gene,TRUE,TRUE,542,5725,FALSE,FALSE
138003,pTJK460,-,1,+,3178,3615,146,outside_target_gene,TRUE,TRUE,325,4612,FALSE,FALSE
138003,pTJK460,-,1,+,4132,4527,132,outside_target_gene,TRUE,TRUE,331,3700,FALSE,FALSE
138003,pTJK460,-,1,+,4564,4902,113,outside_target_gene,TRUE,TRUE,763,3325,FALSE,FALSE
138003,pTJK460,-,1,+,7675,8307,211,outside_target_gene,TRUE,TRUE,854,225,FALSE,FALSE
138003,pTJK460,-,1,+,9622,10482,287,outside_target_gene,TRUE,TRUE,0,9273,FALSE,FALSE
138003,pTJK460,1,2,+,6827,7546,240,spanning_target_gene,TRUE,TRUE,6,681,TRUE,FALSE
138003,pTJK460,-,3,+,3807,5585,593,outside_target_gene,TRUE,TRUE,6,2642,FALSE,FALSE
138003,pTJK460,-,3,+,7662,8201,180,outside_target_gene,TRUE,TRUE,841,26,FALSE,FALSE
138003,pTJK460,-,2,-,2920,3540,207,outside_target_gene,TRUE,TRUE,67,4687,FALSE,FALSE
138003,pTJK460,-,3,-,1491,1871,127,outside_target_gene,TRUE,TRUE,457,6356,FALSE,FALSE
139640,PTPRA_deltaD1-GFP fusion,1,1,+,832,3201,790,spanning_target_gene,TRUE,TRUE,247,73,TRUE,FALSE
139640,PTPRA_deltaD1-GFP fusion,-,1,+,3910,4860,317,outside_target_gene,TRUE,TRUE,3325,129,FALSE,FALSE
139640,PTPRA_deltaD1-GFP fusion,-,3,+,540,938,133,outside_target_gene,TRUE,TRUE,804,2336,FALSE,FALSE
139640,PTPRA_deltaD1-GFP fusion,-,1,-,3811,4593,261,outside_target_gene,TRUE,TRUE,3226,396,FALSE,FALSE
139640,PTPRA_deltaD1-GFP fusion,-,2,-,6321,7181,287,outside_target_gene,TRUE,TRUE,1082,3644,FALSE,FALSE
139640,PTPRA_deltaD1-GFP fusion,-,2,-,2031,2342,104,outside_target_gene,TRUE,TRUE,1446,932,FALSE,FALSE
138334,pRP.ExTri-CMV-5'UTR-ApoB48-Linker-eGFP,1,1,+,406,7680,2425,spanning_target_gene,TRUE,TRUE,201,44,TRUE,FALSE
138334,pRP.ExTri-CMV-5'UTR-ApoB48-Linker-eGFP,-,2,+,260,682,141,outside_target_gene,TRUE,TRUE,55,7042,FALSE,FALSE
138334,pRP.ExTri-CMV-5'UTR-ApoB48-Linker-eGFP,-1,1,-,6958,7872,305,spanning_target_gene,TRUE,TRUE,6753,2738,TRUE,TRUE
